Base_Motor_Gain_K,Base_Time_Constant_tau,Current_Speed_Error,PWM_Saturation,Vibration_RMS,Housing_Temperature,Optimal_Kp,Optimal_Ki
81.16262258099887,0.9466292297974123,0.45999662197994073,0.6743301115349565,1.4152129812994327,96.25129199267778,0.1316250160452122,0.13904600861879282
190.63571821788406,0.8456219986538801,-0.6309760088025769,0.5133632081807739,0.5171982107130554,64.50653393474335,0.06576471422846973,0.07777081761491372
149.07884894416696,0.45686170300709295,-0.30672061126022765,0.9680486723775468,0.6559805898777503,37.59190495689673,0.039841718384986395,0.10900924208230209
123.74511199743695,1.5260213418516901,0.3265612737156365,0.29708060588581436,0.894952963996056,86.29776079490833,0.1571139296775406,0.10295657430773342
39.64354168406294,1.2020279180613995,-0.03582131095104013,0.6290707743990466,0.9960746712057729,57.681032211496614,0.4255107594682892,0.3539940737437632
39.6389588638785,2.166938460963529,0.47714207726978763,0.7301890134912004,1.1659519605263942,73.51647351072475,0.6994360500028729,0.3227761482861256
21.035886311957896,0.09963175959550447,0.9224158024457194,0.8430080404108434,1.2240241274393755,29.653876115654494,0.07259267788304191,0.7286098145587444
174.57346769723767,1.6167924603367134,-0.766906624569605,0.46627392738520634,2.1051519201451585,76.84255905643931,0.10149991428159158,0.06277856730013028
124.21185223120968,1.9121132187086716,0.41913543279612187,0.7182297168917333,2.3421220396345817,53.61954400506119,0.17949393996916366,0.09387202505214795
144.53378978124863,1.9035266915870015,-0.539311688735771,0.3728813242458545,1.4590685157559664,50.077077474664506,0.1772459549635702,0.09311450989730927
13.911053916202466,2.2174634383969023,-0.1710465451848615,0.4919284831256383,4.092104247651204,108.1924020900021,1.2166887607641255,0.5486849251700497
194.2828719107789,1.8280036822171453,-0.9342745484097204,0.9060644180830593,2.5338147826914,58.91875784842225,0.10454598532786295,0.011438268570778965
168.16410175208014,2.320968952886287,-0.7281852354146021,0.9549168483978588,3.56489848334699,81.02345403041608,0.09877664471909793,0.010639591343548811
50.34443102887247,0.8449883675558109,-0.36044542190220064,0.7469356122345383,4.166646462651711,76.4954782016457,0.1427707016292673,0.1689617361742408
44.54674376934912,1.2679593535438267,-0.3160283894240301,0.43691670169856656,0.8177945041335429,29.387319579664187,0.4673159551676355,0.36855752028764294
44.84685687215242,0.05491756494156888,0.7991704329241915,0.8380520109771976,1.9826477283487922,87.31347833578845,0.013121040248147763,0.23892246974366527
67.80602616231216,0.03725481651216221,0.4836258185330302,0.12328037355287817,2.0061257675442787,49.084328309021885,0.00684653483800686,0.18377583032174483
109.70372201012519,0.6155140187197693,0.9443659363740822,0.19247131948547896,1.6596779019287586,91.90455942770615,0.06196933945337722,0.10067900578815342
92.069553542002,0.27000184890493145,0.19814302067048106,0.695236362737825,0.13918581282721576,74.68767043538442,0.044810362288535396,0.1659631682904263
65.33353663762796,0.665324192480669,-0.5165725358173641,0.36212371774305174,3.6902772742236185,48.53823409581406,0.10254975861532355,0.1541350213539742
126.2520499972521,0.45906737043042556,-0.3446899401567143,0.95624759656043,0.5908610148371723,52.06636642979638,0.044840151436526116,0.12209578137323178
36.50383352388795,0.09072966159984763,-0.36032815341606583,0.4924545508830743,4.48011463085574,85.83566326997246,0.01972486226955824,0.21740257730214396
65.50748322169144,2.2750742830870023,-0.3470113446734968,0.48642833835025934,3.5010173644091993,69.50533836105936,0.32747934816726687,0.1439422662379695
79.60875022580143,0.04039336584445098,0.34592834622363133,0.7102715591718382,2.652044077468664,80.15159366041837,0.0050977118006842225,0.12620170897158645
96.65329700123682,1.8454837179559718,0.06161585618083243,0.7908117060755707,0.7802682380630288,34.248648896766944,0.3083595874492095,0.16708876076714654
159.18343266467258,0.39732675956040103,-0.22915164382671138,0.5280028643126229,2.367729074130287,90.82790050055767,0.025018017655354,0.06296585128832934
47.93801861008835,2.282329462559008,-0.7018204625425668,0.29260081154055173,1.2488784597743592,48.835218702353124,0.6658912525298314,0.29175947796038904
107.7045432985862,2.234133930182917,-0.9557216741157082,0.7959777784530594,1.210219107989506,75.7875140441906,0.26116736792191575,0.1168987070978923
122.55876808378807,1.6416748429957582,-0.5623306448246148,0.38831614738626485,3.749928697282936,30.321184271780783,0.14557447056918277,0.08867436276451421
18.825578416799566,1.6871406915055007,-0.7850571920626375,0.2575996923644719,1.7748354654215126,48.92782170412703,1.155674787686476,0.68499016916913
125.43352186127329,0.033241072084827586,0.5708900617044788,0.6684761709325119,2.0831847349195383,78.39805637599775,0.0028958335148787486,0.0871161287304121
42.39958350058539,2.4624814839617333,-0.7750040843722292,0.18140830029131538,3.8090448462325206,44.67855190612255,0.5868822055328456,0.2383295912498182
22.35980266720311,2.1970248568680195,0.44845647461367233,0.9742174075774495,0.48627875316290725,99.22809770748354,1.0262425068857304,0.583881939067303
190.28825207813333,2.239863439810628,-0.22868262044783472,0.6691575379709233,2.716318553600618,79.51055594990783,0.11756400793415042,0.05248713195840636
193.47008628416629,1.6549264518861624,-0.853243220512448,0.9873059688295802,2.644148998041367,98.3250553967116,0.06432849739787977,0.009717727534743753
163.59549614212762,0.8750715830632506,0.6254600988631716,0.40500408113077246,1.9709441047733711,55.58516320260087,0.0651422413316995,0.07444218575086674
67.87661614294043,2.2362486497443923,0.1592611404732267,0.9740846450713581,3.7510084222660094,23.05866283622075,0.29664720919415855,0.1658174333766875
28.557701661212935,0.742961981814957,-0.5284769742728539,0.23100602295576123,4.248716269877048,71.85259670195924,0.2233805958118131,0.3006622159402075
140.0042750373098,1.415524627488663,0.7893623486653358,0.13662529511232563,2.147477792419888,50.52741524528351,0.1227243477940931,0.08669884324925035
93.62897381052424,0.26733281141282833,-0.9094833722588971,0.12968565440914231,2.107047024392959,60.3369538330118,0.033431992176109385,0.12505757149458946
33.187264620507975,2.3064499627292205,-0.5963607836044742,0.5183833335393044,2.309080410551277,81.29991925304739,0.7277807419442349,0.31554152646045375
104.08361292114134,0.36911073527260907,0.504093855611722,0.1747037777307353,3.281745735665471,83.05982003637845,0.03255576476477271,0.08820053619065955
